home_age,home_value,square_feet,location_risk,construction_type,security_system,smoke_detectors,flood_zone,roof_age,owner_age,claims_history,garage,premium
78,1421421,1601,medium,steel,no,yes,yes,16,28,3,no,4790
9,945355,4463,low,steel,no,no,no,17,33,0,no,2119
91,451268,717,low,concrete,yes,yes,no,6,43,0,no,1935
44,1273364,3127,medium,wood,yes,yes,no,20,70,1,yes,3911
83,454040,4451,medium,brick,yes,no,yes,28,56,0,no,2855
58,622117,4361,medium,concrete,yes,yes,no,26,42,0,no,2407
25,1434354,3500,low,brick,no,no,yes,16,50,2,no,3958
32,1396251,2058,high,wood,yes,yes,yes,3,70,1,no,4275
22,1075104,5836,low,steel,yes,no,yes,11,38,1,yes,3712
93,1411960,3301,medium,steel,yes,no,no,21,49,2,yes,3985
55,413865,5236,low,wood,no,yes,yes,7,63,0,yes,3366
92,469389,1648,high,concrete,yes,no,no,1,68,3,yes,3175
61,869049,5906,high,steel,no,no,yes,25,62,1,no,3998
57,1414042,3600,high,concrete,yes,yes,yes,27,38,1,no,4681
77,471926,2825,low,steel,yes,no,no,18,25,3,no,2859
61,301360,2787,high,steel,no,no,yes,13,77,3,yes,3696
92,1335263,1705,high,concrete,no,no,yes,22,62,2,no,5207
67,811066,5127,low,wood,no,yes,yes,16,27,1,yes,4144
94,1103747,3593,medium,concrete,yes,yes,yes,22,36,0,no,3946
75,576395,1130,high,brick,yes,no,no,16,65,2,no,3238
2,1019917,5063,low,steel,yes,no,no,7,45,3,yes,2842
57,888986,5462,high,steel,no,no,yes,5,75,0,no,3778
73,1135896,2700,low,concrete,no,yes,no,9,29,3,no,3739
33,585437,5242,medium,wood,yes,yes,no,29,76,3,no,3413
90,824298,4040,low,steel,no,no,no,6,62,1,no,2701
63,907098,5362,low,brick,no,yes,yes,1,48,2,yes,3660
16,793784,4250,high,brick,yes,yes,no,14,52,0,no,2423
89,975387,2596,low,concrete,yes,yes,no,21,30,1,yes,3005
1,134296,1341,medium,steel,yes,no,no,4,39,0,no,1118
85,395762,1674,low,wood,yes,yes,yes,2,74,0,yes,2828
64,426239,3562,low,wood,yes,yes,yes,8,23,2,no,3312
84,900064,3303,low,concrete,yes,no,no,4,43,0,no,2169
69,1142685,1466,medium,steel,yes,no,no,23,41,1,yes,3534
17,235746,5788,medium,wood,yes,no,yes,19,77,1,yes,3073
40,1275079,4382,low,concrete,yes,no,yes,28,63,1,no,4394
1,840575,2732,low,steel,yes,no,no,5,25,1,yes,1513
13,1422410,1792,low,wood,no,yes,yes,3,59,0,no,3303
18,675709,4621,high,brick,yes,yes,no,3,65,1,no,2599
68,107270,2677,medium,steel,yes,yes,yes,24,34,2,no,3331
14,638941,1770,low,concrete,yes,no,yes,20,70,0,yes,2142
5,250263,4783,low,wood,no,yes,no,16,41,2,yes,2923
62,523585,5523,medium,wood,no,no,yes,14,73,1,no,3728
33,1404327,1190,high,concrete,yes,no,yes,26,27,2,no,4357
26,660664,4091,low,steel,yes,yes,yes,6,36,3,no,3246
61,812345,2824,medium,steel,yes,no,yes,18,29,1,no,3282
68,916346,5477,high,brick,no,yes,yes,10,51,0,yes,3671
30,1254485,5933,medium,wood,no,yes,yes,2,57,2,yes,4333
62,241266,3239,medium,concrete,yes,yes,yes,27,57,0,no,2514
62,1433974,5445,low,brick,yes,yes,yes,14,24,1,yes,3961
81,1237832,2216,medium,wood,yes,yes,no,21,48,0,yes,3285
92,810223,3868,low,wood,no,yes,yes,18,51,2,no,4418
70,1199847,5504,high,wood,no,yes,yes,16,50,2,no,5017
57,1080542,5498,low,concrete,no,yes,no,5,37,3,no,3653
91,1333885,3095,medium,concrete,yes,yes,no,22,61,3,yes,4390
36,862311,1804,medium,concrete,no,yes,no,4,59,2,no,2978
7,1161473,764,medium,brick,yes,no,yes,12,41,3,yes,3819
65,942324,3083,low,wood,no,no,yes,16,66,1,no,4182
74,1182282,4201,high,wood,yes,yes,yes,1,37,2,no,4867
77,1376793,4460,high,brick,yes,no,no,17,42,2,no,4071
41,848037,3927,medium,brick,yes,yes,yes,9,39,2,yes,3377
32,1130986,2456,low,concrete,yes,yes,no,23,62,0,yes,2452
14,478917,2600,medium,wood,no,yes,yes,7,77,1,yes,2990
33,872414,5855,low,steel,yes,no,yes,7,52,1,no,3134
30,526123,5172,high,steel,no,no,no,17,23,1,no,2815
73,123799,5833,low,brick,no,no,yes,11,45,1,no,2816
6,1352245,5052,low,brick,no,yes,no,27,27,2,no,3475
10,220578,2964,medium,brick,no,yes,no,20,67,3,no,2803
75,152054,1810,low,steel,yes,no,yes,4,38,1,no,2336
20,478849,3613,high,steel,yes,no,no,3,47,1,no,2286
89,183138,2398,high,concrete,no,yes,no,23,68,3,yes,3739
12,200216,1146,high,concrete,yes,yes,yes,23,73,2,yes,3415
22,1262992,5554,medium,wood,yes,yes,no,27,58,2,yes,4047
76,219324,641,low,concrete,yes,no,no,12,23,2,no,2575
14,1373441,2348,low,wood,no,no,yes,24,47,2,yes,4083
48,1278475,5807,medium,concrete,no,no,yes,3,65,3,yes,4401
54,132732,3826,high,concrete,yes,no,no,0,58,0,no,1413
36,298325,2160,high,concrete,yes,no,yes,10,22,3,no,3376
61,316166,4377,medium,steel,yes,yes,no,8,23,1,yes,2019
55,1370506,3166,medium,steel,no,yes,yes,16,54,2,yes,4642
14,401188,4891,high,brick,no,yes,no,19,32,1,yes,2616
2,1352753,2367,high,concrete,no,no,yes,10,51,0,yes,3970
2,274821,1920,low,steel,no,no,yes,9,55,2,yes,2571
61,1282754,5130,high,wood,yes,no,no,16,48,0,no,3436
6,229615,4544,high,concrete,no,no,no,2,64,1,yes,1809
25,1493393,2355,low,steel,yes,no,no,18,55,3,yes,3428
67,655351,4463,medium,brick,no,yes,no,22,28,0,yes,2620
23,828708,5543,low,brick,no,no,no,27,60,3,no,3299
73,357544,5176,low,wood,yes,no,yes,2,60,1,yes,2849
95,804899,882,high,wood,yes,yes,no,5,23,1,no,3415
28,880028,5292,medium,steel,no,no,no,25,51,1,no,3216
25,856570,5687,high,brick,no,no,yes,19,69,1,yes,3906
99,1151541,4410,medium,steel,yes,yes,yes,5,24,1,yes,4054
65,823642,1426,low,concrete,no,yes,no,24,23,2,no,3221
66,740137,4603,medium,wood,no,no,no,27,51,2,no,3729
79,1234722,889,high,wood,no,yes,no,6,58,3,no,4276
43,324506,1163,medium,concrete,yes,yes,no,0,50,0,no,1301
40,290074,5197,medium,concrete,no,yes,no,7,56,0,yes,2124
80,546829,1253,medium,concrete,yes,yes,no,15,79,2,no,2779
23,641092,3730,high,brick,no,no,no,19,59,1,yes,2697
49,880048,1680,low,brick,no,yes,no,23,43,1,no,2578
99,292403,2255,low,concrete,no,yes,yes,14,58,2,no,3233
8,886307,3708,medium,wood,yes,yes,yes,18,39,1,no,3554
7,325249,4369,medium,wood,yes,yes,no,9,61,0,yes,1992
21,259838,1066,medium,brick,yes,yes,no,11,66,1,yes,1541
35,1002305,5495,low,brick,yes,no,yes,29,75,1,no,3062
97,1497570,4459,high,wood,no,no,yes,4,55,0,yes,4778
99,937403,4134,medium,steel,yes,yes,no,2,66,0,yes,2694
82,566148,2627,medium,brick,no,yes,no,27,70,2,yes,3509
61,588563,3856,medium,brick,yes,yes,yes,26,59,1,no,3538
83,999292,4292,low,wood,no,no,yes,12,51,3,yes,4560
74,620654,4015,low,concrete,no,yes,no,29,23,0,no,2562
68,280131,3500,high,wood,no,yes,yes,18,41,0,yes,3944
30,1198658,2567,medium,brick,yes,yes,yes,2,65,0,no,3345
97,1472840,3260,medium,concrete,no,no,yes,19,37,0,yes,4256
68,422874,2852,low,steel,yes,yes,yes,2,25,0,no,2379
9,510953,2626,low,concrete,yes,yes,no,15,69,0,yes,1606
17,690480,5153,medium,steel,no,no,no,29,34,2,yes,3386
43,1335229,3334,medium,wood,yes,no,yes,11,35,1,yes,4192
88,969557,1854,medium,concrete,yes,yes,no,17,30,3,yes,3741
57,807379,1891,low,concrete,no,no,yes,28,65,3,no,3977
13,993383,1545,medium,wood,yes,yes,no,29,35,3,no,3544
57,629302,2386,high,steel,yes,yes,no,21,32,1,yes,2839
26,612274,1088,low,steel,yes,yes,no,16,79,3,yes,2647
61,1183834,4735,high,steel,no,yes,yes,20,31,1,no,4874
62,1083914,5425,high,concrete,yes,yes,yes,26,51,1,no,4128
19,897731,1347,low,concrete,no,yes,yes,21,28,1,yes,3316
81,1021667,2222,medium,steel,no,no,no,27,78,1,yes,3781
30,650297,955,high,steel,yes,yes,no,16,27,3,no,3141
90,1343118,3339,medium,wood,no,no,no,16,38,1,yes,4147
13,571399,2215,high,steel,no,no,no,6,34,2,yes,2731
49,987928,4190,low,wood,yes,yes,no,13,68,0,yes,3027
82,873786,3410,medium,steel,yes,yes,no,10,79,0,no,2437
85,1046109,3748,high,steel,yes,yes,yes,15,77,0,yes,3916
98,825939,1315,high,steel,no,yes,no,21,25,2,no,3948
51,1467595,4530,low,brick,yes,no,no,24,47,0,no,2826
9,1204353,5366,high,brick,yes,yes,yes,3,53,3,yes,3957
94,1294272,5858,low,wood,no,yes,yes,18,77,3,no,5079
29,1252877,5096,high,steel,yes,no,no,21,24,2,no,3494
93,1367801,4925,medium,brick,yes,yes,no,7,32,2,no,3937
83,860019,3993,low,steel,yes,yes,yes,4,75,2,yes,3824
8,411870,4762,high,wood,no,yes,yes,2,41,2,yes,3751
81,1239783,5817,high,steel,yes,no,yes,2,79,0,no,3780
76,1072826,5732,medium,steel,no,yes,yes,16,73,1,no,4262
15,479299,2282,high,brick,no,no,no,5,50,0,yes,1986
69,1049123,3893,low,steel,yes,yes,yes,9,23,2,yes,4057
34,1113097,2046,high,brick,yes,yes,no,22,64,3,yes,3751
52,429268,2119,high,concrete,yes,no,no,8,25,2,yes,2622
50,417169,4910,medium,brick,yes,yes,no,5,53,2,yes,2661
67,781414,5863,medium,concrete,no,yes,yes,23,70,0,yes,3512
5,1009923,3137,high,brick,yes,yes,no,21,70,1,yes,2935
98,1394807,5598,medium,concrete,no,no,yes,1,42,0,yes,3813
9,1459438,939,high,brick,yes,no,no,2,38,2,no,3212
88,1226768,711,high,steel,yes,yes,yes,10,66,3,no,4849
5,100409,5697,low,brick,no,yes,yes,14,34,1,yes,2357
27,929017,5077,high,concrete,no,no,no,13,53,2,no,3353
84,726551,5797,low,concrete,no,yes,no,12,72,3,yes,3677
47,377528,4337,low,wood,yes,no,yes,16,24,3,yes,3509
62,402274,4781,high,steel,yes,yes,no,20,63,3,no,3576
45,982376,5056,medium,steel,yes,no,yes,27,69,1,no,4053
66,738372,1083,high,wood,no,yes,no,10,73,1,no,3387
23,1029562,5169,high,concrete,no,no,yes,5,52,2,no,4634
98,185398,1480,medium,brick,no,yes,no,21,52,0,yes,2095
61,1101302,3702,medium,wood,no,yes,yes,28,22,0,no,4179
93,783362,767,low,wood,yes,no,no,27,49,1,yes,3183
43,1225621,3891,high,wood,no,no,yes,1,44,2,yes,4772
35,335607,5991,medium,wood,yes,yes,yes,0,73,2,yes,3506
30,285995,2335,medium,wood,no,yes,yes,22,76,2,no,3539
67,648095,5062,low,concrete,yes,no,no,3,26,0,no,2092
10,162739,2148,high,wood,yes,yes,no,8,22,1,no,2410
56,738609,5267,medium,concrete,yes,yes,yes,10,37,2,no,3513
34,1493139,1446,low,concrete,yes,yes,no,23,32,0,no,2813
65,288661,3552,low,brick,yes,no,no,5,57,0,no,1655
6,1120249,1487,low,wood,yes,no,no,15,58,0,no,2552
70,582507,2516,low,wood,yes,no,yes,9,37,2,yes,3556
43,681089,1911,high,brick,no,no,yes,2,33,1,yes,2933
16,867727,4653,high,steel,no,no,yes,23,51,3,yes,3947
63,1403007,3726,medium,steel,no,yes,no,27,65,2,no,4059
65,1006333,3914,medium,wood,no,yes,no,9,25,3,yes,3975
5,164385,2800,medium,steel,no,yes,no,11,76,0,yes,1554
25,676007,4864,medium,wood,no,no,no,0,70,0,yes,2451
27,204352,2417,medium,steel,yes,yes,yes,26,62,1,yes,2679
42,1278029,3780,low,concrete,yes,no,no,24,59,0,no,2803
55,702281,5620,high,steel,yes,yes,no,9,29,0,yes,2675
26,530198,3543,low,steel,yes,yes,yes,28,29,0,no,2500
16,143070,4536,high,concrete,no,yes,no,24,78,1,no,2193
90,984844,4345,low,brick,no,no,no,9,42,0,yes,2533
28,231817,4445,low,concrete,yes,no,no,23,61,2,yes,2167
92,224396,4342,medium,steel,no,yes,yes,25,29,0,no,3286
30,369004,2362,high,wood,no,no,no,3,50,0,yes,2767
77,1338615,1783,high,wood,no,no,yes,8,36,0,yes,4655
89,1370469,3457,high,steel,yes,yes,no,26,35,0,no,3616
45,734371,4496,medium,brick,yes,no,yes,8,59,2,no,3724
19,948123,2976,medium,wood,no,no,yes,11,31,2,no,4356
13,903553,3205,medium,brick,no,yes,yes,25,48,2,yes,3930
75,1257623,5682,medium,wood,no,no,yes,10,61,3,yes,5050
23,1066164,943,low,brick,yes,yes,no,20,74,2,no,3083
14,1363769,1234,high,wood,no,yes,yes,5,48,2,yes,5020
74,204671,1837,medium,wood,no,no,no,26,63,1,no,2479
98,1244360,3829,medium,wood,yes,yes,yes,29,61,3,no,5433
23,803309,4859,medium,wood,no,yes,yes,6,79,2,no,3830
40,457860,4977,medium,steel,yes,yes,yes,8,56,1,yes,3268
64,788811,2777,high,wood,yes,no,no,10,57,2,yes,3742
85,1470271,3523,low,brick,yes,yes,yes,22,32,1,yes,4061
59,810261,5874,low,brick,no,yes,yes,16,34,3,no,3953
20,521143,1928,medium,concrete,no,no,yes,10,56,0,no,2384
32,1273675,2693,low,brick,no,yes,no,24,74,2,no,3870
78,1491572,5967,medium,wood,yes,yes,no,21,42,1,no,4235
24,196587,1836,medium,brick,no,no,yes,17,58,0,yes,2315
46,1481971,2033,high,wood,no,yes,yes,25,65,2,yes,4909
18,1080819,4687,low,wood,yes,no,no,8,33,1,no,2872
94,328621,2601,low,concrete,yes,yes,yes,16,71,0,yes,2421
92,792112,2456,medium,steel,no,no,yes,20,46,1,no,4032
48,398327,2132,high,brick,yes,yes,no,24,49,2,yes,2838
14,591790,2649,medium,brick,no,no,yes,27,76,0,yes,3197
54,948956,5437,high,wood,no,no,no,15,65,0,yes,3373
21,205136,2470,low,brick,no,no,yes,13,77,0,no,2014
98,1440020,2327,high,brick,yes,yes,no,0,39,3,yes,4539
5,711463,5563,low,steel,no,no,no,1,31,2,yes,2476
31,1243785,2900,low,brick,yes,no,yes,10,79,0,yes,3079
67,1499042,2095,low,wood,no,yes,yes,6,60,1,no,4374
87,1102254,3475,medium,steel,yes,yes,yes,9,24,3,yes,4444
59,314559,688,medium,brick,yes,no,no,11,26,2,no,2187
44,490397,2528,high,wood,no,yes,yes,10,76,0,no,3453
64,532002,1638,medium,wood,no,no,no,1,33,2,no,3031
94,1255865,3836,medium,brick,yes,no,no,24,35,2,no,4048
42,592379,2467,high,steel,yes,no,yes,13,66,0,no,3162
94,1194070,4595,low,concrete,no,no,yes,8,62,0,no,3611
38,190662,5667,high,wood,yes,no,yes,26,53,0,no,3519
7,690501,5313,medium,brick,no,yes,yes,29,63,1,no,3419
59,286674,2042,low,concrete,no,no,yes,28,54,3,yes,3601
69,345086,4505,high,wood,no,yes,yes,11,27,3,yes,4531
70,1387666,5680,low,steel,no,no,yes,9,51,3,yes,4730
49,636692,4373,medium,concrete,no,no,yes,23,27,3,no,4118
78,1498075,1068,medium,brick,yes,no,no,1,52,0,no,2882
11,664171,1240,high,concrete,yes,no,no,11,23,1,no,2496
2,1014864,4531,low,concrete,yes,yes,no,25,47,3,no,2992
95,516782,1036,medium,wood,no,no,yes,2,69,3,no,4359
27,1068904,4900,low,wood,no,yes,no,12,53,0,no,2831
16,1205242,5749,high,brick,yes,yes,no,18,78,2,yes,3294
64,108315,1555,high,steel,yes,yes,yes,23,26,2,yes,3357
66,321011,5217,high,wood,no,no,no,12,67,3,yes,3597
49,309051,4292,medium,concrete,yes,yes,no,23,69,0,no,2103
90,697199,2285,medium,concrete,yes,yes,no,21,62,0,yes,2398
16,473489,884,medium,brick,yes,no,yes,15,64,0,yes,2105
73,1129283,5532,medium,wood,no,no,yes,22,37,2,no,5075
52,653731,3084,high,steel,yes,no,yes,0,73,2,no,3827
73,169466,1762,medium,wood,no,no,yes,7,33,2,no,3418
5,465547,5354,medium,brick,no,no,no,12,36,0,yes,1883
36,776233,3562,medium,steel,yes,no,no,6,42,0,yes,1961
7,455028,2037,high,wood,yes,yes,no,20,58,2,yes,2876
61,1025839,2171,high,concrete,yes,yes,no,20,42,3,yes,3594
96,632645,4609,medium,brick,yes,yes,yes,1,46,1,yes,3508
29,1479394,5472,low,steel,yes,no,no,12,38,0,no,2614
67,1120947,5342,low,steel,yes,yes,no,11,29,0,yes,2516
30,475406,989,medium,wood,no,yes,yes,16,76,1,no,3484
40,1074916,2845,medium,steel,no,no,no,8,51,3,no,3747
31,872549,1156,medium,concrete,yes,no,no,9,54,2,yes,2464
48,878264,2600,high,steel,yes,no,yes,2,23,0,no,3362
91,249813,3104,low,brick,no,no,yes,27,54,1,yes,3133
6,128683,4125,high,concrete,yes,yes,yes,26,73,3,no,3364
62,1280224,1710,low,concrete,yes,no,yes,20,49,1,yes,3892
29,997257,5928,high,wood,yes,yes,yes,10,47,2,no,4367
9,1339874,4919,high,concrete,no,yes,no,23,62,1,yes,3536
54,1358388,1876,medium,steel,yes,yes,no,11,22,3,yes,3743
84,271140,3866,medium,steel,no,no,yes,6,56,2,no,3580
11,1149874,2000,medium,wood,no,yes,yes,22,69,1,yes,3933
19,1171952,4825,high,steel,no,yes,yes,9,64,0,no,3556
74,1064406,2635,medium,steel,yes,yes,yes,9,60,2,no,4425
5,138599,2056,high,concrete,yes,no,yes,28,41,2,yes,3040
87,637188,5234,high,wood,yes,yes,yes,27,34,1,yes,4034
70,1128247,1952,medium,wood,yes,yes,yes,25,52,0,no,3906
95,1143907,1531,medium,steel,no,no,no,28,59,3,yes,4270
18,167799,2484,high,steel,yes,yes,no,26,44,1,no,2289
21,432434,3547,low,brick,yes,yes,no,19,33,1,no,2196
15,791991,4780,low,wood,yes,yes,no,9,27,1,yes,2323
59,1418120,5564,high,concrete,yes,no,yes,3,45,0,yes,3902
95,136295,4902,medium,steel,no,yes,no,9,55,0,yes,2469
74,760958,1011,medium,brick,no,no,yes,21,54,1,yes,4108
6,794778,4593,medium,brick,no,no,no,9,28,2,no,2680
24,308146,720,high,concrete,no,no,no,3,72,2,no,2213
97,1184362,2080,medium,steel,no,no,no,6,35,3,yes,4096
60,371540,608,low,concrete,no,yes,yes,17,57,2,no,2745
28,131725,5007,low,steel,yes,no,yes,22,37,2,yes,2731
92,229457,3875,medium,brick,yes,yes,no,2,67,1,no,2287
74,1254198,5524,high,steel,no,no,yes,23,44,1,no,4891
23,456132,1099,low,brick,no,no,yes,14,39,0,no,2039
79,253371,3297,medium,wood,no,yes,no,4,50,2,no,2985
46,667499,4840,medium,brick,yes,no,yes,29,28,1,no,3769
37,1017071,5096,low,concrete,no,no,yes,8,25,3,yes,3844
14,805485,3574,high,brick,no,yes,yes,19,46,2,no,3859
48,1030118,1285,high,steel,yes,yes,yes,11,54,2,yes,3905
78,1141684,1354,low,concrete,no,no,no,20,72,1,no,2862
71,153160,5178,high,concrete,yes,no,yes,15,45,3,yes,4024
36,1196919,2747,medium,wood,no,no,no,10,44,1,no,3254
82,501408,5922,high,wood,yes,yes,yes,16,71,3,yes,4435
60,1446003,3252,low,wood,yes,no,no,2,42,3,no,3736
54,172283,5481,low,concrete,yes,yes,no,14,60,1,no,1651
79,360561,2914,low,concrete,yes,no,yes,3,42,2,yes,3436
63,597733,5201,medium,steel,no,yes,no,8,79,0,yes,2415
97,1449251,4656,medium,concrete,no,yes,no,7,69,2,no,4260
48,380468,2897,medium,wood,yes,no,yes,17,48,1,yes,3176
22,976635,5134,low,brick,no,no,yes,21,38,3,yes,4027
43,415985,4279,high,steel,yes,yes,no,3,74,3,yes,3040
41,120275,986,medium,steel,no,yes,no,26,47,2,yes,1988
17,462594,2085,low,brick,no,no,no,4,40,0,no,1258
63,415389,3143,low,steel,yes,yes,no,25,54,1,no,1979
90,1387732,5311,medium,wood,no,no,no,8,79,3,no,4464
79,912884,5351,high,wood,no,no,no,15,69,1,no,3955
18,685527,736,medium,steel,yes,yes,no,3,73,2,no,2206
72,236153,3227,high,steel,no,no,no,15,28,3,no,3473
3,181766,4868,low,steel,yes,no,yes,28,52,3,yes,2728
54,189594,2649,low,concrete,yes,yes,yes,4,60,3,yes,2969
14,333717,5838,low,concrete,no,no,no,6,36,1,yes,1938
34,340416,1456,high,concrete,no,yes,yes,10,23,0,no,2488
97,432054,5193,medium,brick,yes,yes,no,6,66,3,no,3198
1,644253,1743,medium,brick,yes,no,no,5,23,1,no,2151
48,1292366,3437,high,wood,no,no,no,28,38,2,no,4551
99,564132,748,medium,steel,yes,yes,yes,18,55,1,no,3206
10,554391,5550,high,steel,yes,yes,yes,16,68,2,no,3290
83,1391518,2866,medium,steel,no,no,yes,27,67,1,no,4542
11,394482,3163,medium,wood,yes,no,no,24,46,1,no,2624
99,692316,1169,high,concrete,yes,yes,yes,5,69,2,yes,4139
66,757630,797,medium,brick,no,no,no,18,32,3,yes,3524
3,786841,4045,low,brick,yes,no,yes,16,65,0,no,2388
15,697431,3697,low,wood,no,no,yes,11,30,2,yes,3412
59,817606,3105,high,steel,yes,no,no,11,28,0,no,2329
64,1237704,3356,medium,steel,yes,no,no,12,32,2,yes,3501
47,1044778,4606,high,brick,no,no,no,5,72,1,no,3241
92,144362,5948,high,concrete,yes,no,yes,18,77,3,yes,4127
2,1022798,1311,medium,brick,no,yes,yes,0,25,3,yes,3918
30,1172576,5740,low,concrete,yes,yes,yes,12,58,0,no,3012
38,1034690,1526,low,concrete,yes,yes,no,4,47,2,no,2528
5,1129026,4369,medium,concrete,no,no,no,0,74,2,no,2691
6,319458,4870,low,concrete,no,yes,no,2,55,2,yes,1985
5,743971,4974,high,steel,no,no,yes,2,37,2,no,3518
12,428983,807,high,brick,no,no,yes,14,62,0,no,3242
4,695037,5470,high,brick,no,no,yes,14,68,0,no,3311
24,770035,2952,low,concrete,no,yes,no,21,51,0,yes,2515
25,344131,3375,medium,wood,no,yes,no,3,75,0,yes,2027
26,1075590,1591,medium,steel,yes,yes,no,7,67,2,yes,2781
55,180603,4026,high,wood,yes,no,yes,2,37,0,no,3228
46,1245511,2678,high,concrete,no,yes,yes,7,27,0,yes,3868
46,190794,724,high,concrete,yes,no,yes,28,54,1,no,3300
43,365202,5126,low,wood,no,no,yes,11,71,1,no,3261
60,363993,1460,medium,brick,no,no,no,22,36,0,yes,2154
33,648488,1307,medium,brick,yes,yes,no,17,41,1,yes,2358
21,461749,1914,low,wood,yes,no,yes,27,33,1,no,2905
87,1043875,5154,medium,concrete,yes,no,no,12,45,1,yes,2951
37,1436191,1657,high,steel,no,no,yes,29,61,1,no,4579
12,719427,4198,medium,concrete,no,no,no,7,53,3,no,3202
21,1435776,5036,medium,brick,no,yes,yes,16,62,2,yes,4273
13,235109,3486,low,brick,yes,yes,no,8,54,1,no,1341
33,179298,1960,medium,concrete,no,no,no,6,69,2,yes,2195
70,270784,1769,high,brick,no,no,no,21,67,2,yes,3106
76,143654,2173,low,wood,no,no,yes,23,33,1,no,3470
61,634454,919,low,wood,no,yes,no,29,36,2,no,3378
30,1211416,5069,low,brick,no,no,yes,24,29,3,yes,4137
37,1107805,970,high,concrete,no,no,no,14,25,2,yes,3239
82,351074,2408,medium,wood,no,yes,no,28,48,2,yes,3527
16,548063,3063,low,brick,yes,no,yes,23,58,2,yes,3232
45,665624,5834,high,brick,yes,no,no,21,79,1,yes,3306
71,133026,2216,high,steel,no,no,yes,15,74,1,yes,2902
1,608730,4613,high,concrete,no,yes,no,19,35,3,yes,3386
53,233491,5278,medium,brick,yes,yes,no,24,60,2,yes,2692
28,163165,5578,high,wood,yes,no,no,7,36,1,no,2190
53,279162,5775,medium,brick,no,no,yes,23,40,0,no,3137
44,799336,4500,low,concrete,yes,no,yes,15,74,0,yes,3110
67,819440,1470,low,brick,yes,yes,yes,18,35,1,yes,3326
39,220891,899,medium,wood,no,yes,no,15,28,0,no,2488
10,151304,2869,high,wood,no,yes,yes,25,27,3,yes,4087
51,1305673,1533,low,brick,no,no,no,24,55,1,yes,3057
14,512717,4287,medium,steel,no,no,yes,13,45,2,no,3365
79,989475,4928,high,concrete,no,no,yes,22,46,3,no,4860
6,955565,2825,low,wood,no,no,no,15,62,1,no,2576
39,990332,673,medium,concrete,no,yes,yes,0,46,3,no,3936
80,364458,1969,high,concrete,no,no,yes,17,71,2,yes,3865
82,227931,4748,high,wood,yes,yes,no,26,68,0,no,3382
99,756917,2055,high,brick,yes,no,no,17,36,2,no,3564
48,197385,3112,medium,concrete,no,no,no,0,63,2,no,2287
25,207668,3416,medium,brick,no,yes,no,16,24,0,yes,1815
97,413623,2494,high,steel,yes,yes,yes,19,57,3,no,4469
33,1439916,4813,high,steel,no,no,yes,6,23,1,yes,3967
83,258559,2865,high,concrete,yes,yes,no,5,43,1,no,2839
75,416697,2400,high,wood,no,yes,no,12,49,3,yes,4037
67,781900,3448,high,concrete,yes,yes,no,27,53,1,no,3398
65,176863,881,high,brick,no,no,yes,6,60,1,no,3696
40,769806,3969,low,brick,no,yes,no,27,46,2,no,2875
25,1041896,1313,high,concrete,yes,no,yes,23,22,2,yes,3935
57,312055,1537,medium,concrete,no,no,no,7,65,3,no,2566
32,435483,1415,medium,concrete,yes,yes,yes,11,44,0,no,2841
46,1128517,2375,medium,steel,yes,yes,no,27,26,0,no,2738
4,1029425,2827,medium,wood,yes,yes,yes,27,69,2,yes,4577
23,498775,1778,low,brick,yes,no,no,15,56,0,no,1619
80,659397,2562,low,steel,yes,no,yes,2,32,1,no,3025
75,1424180,5876,medium,steel,yes,no,no,6,36,2,no,3872
22,906214,4393,medium,concrete,no,yes,no,5,26,0,no,2111
33,1121067,3031,medium,brick,yes,no,yes,28,59,0,yes,3570
41,938435,3514,medium,brick,yes,yes,yes,12,25,1,yes,3501
62,723737,2931,medium,brick,yes,yes,yes,13,65,2,no,3944
38,439466,2401,low,brick,no,no,yes,12,31,0,no,2527
56,378911,3098,low,concrete,no,yes,yes,26,30,0,yes,2737
63,1093218,5172,low,steel,yes,no,yes,7,54,0,yes,3037
77,1061275,1767,high,steel,yes,yes,no,18,63,3,yes,4142
85,769118,856,medium,steel,no,no,no,13,27,1,yes,2924
76,715366,3035,medium,steel,no,yes,yes,26,67,3,yes,4494
55,260585,2348,high,brick,no,no,yes,24,79,0,yes,3060
51,1377634,731,medium,brick,yes,yes,no,4,48,2,no,3278
90,163056,3274,high,wood,yes,yes,yes,17,64,1,no,3552
65,731402,3051,high,concrete,yes,no,no,3,49,2,yes,2988
57,281243,5014,high,brick,no,yes,no,22,67,1,yes,2529
86,585281,5162,high,brick,yes,yes,no,0,64,3,yes,3457
27,378733,1402,medium,concrete,no,no,yes,0,55,3,yes,2984
57,1422704,2763,high,concrete,no,yes,no,27,50,0,no,3637
