age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
20,female,4,sports,21489,1,5,2,urban,782,yes,yes,3485
57,female,19,hatchback,16745,4,2,39,rural,715,no,yes,3043
63,male,6,sports,10818,1,4,45,urban,669,yes,no,3158
41,female,15,hatchback,47654,0,0,23,urban,642,yes,yes,2160
67,male,19,suv,38149,3,7,49,suburban,624,no,no,4132
49,male,0,sports,32312,1,0,31,rural,666,yes,no,2718
64,female,0,truck,42124,0,7,46,rural,635,yes,no,2849
39,female,16,suv,43686,2,1,21,urban,595,no,no,3241
40,female,0,truck,6316,1,6,22,rural,323,no,no,2947
19,male,19,hatchback,10454,3,0,1,urban,741,no,no,2447
44,female,12,truck,18107,1,2,26,rural,403,no,yes,2507
59,male,8,suv,9074,1,0,41,rural,711,no,yes,1741
19,female,14,sports,26188,0,1,1,urban,593,yes,yes,2390
43,female,2,sedan,36968,4,0,25,urban,542,no,yes,3931
34,female,13,truck,45389,4,4,16,rural,641,no,yes,4193
57,male,10,sedan,28102,1,5,39,rural,472,no,yes,3013
50,female,11,truck,46422,3,3,32,urban,715,no,no,3775
26,female,12,truck,36957,3,3,8,suburban,402,yes,no,3476
60,male,12,sports,17872,0,5,42,suburban,459,no,no,3003
71,male,0,hatchback,13349,1,3,50,rural,556,yes,yes,2533
65,female,9,suv,24693,1,4,47,rural,495,yes,no,2909
56,female,2,suv,37627,4,2,38,rural,690,no,no,4282
46,female,3,suv,48677,0,1,28,urban,369,yes,no,3144
59,male,15,hatchback,15760,2,4,41,rural,546,yes,no,3234
72,male,7,sedan,16584,3,1,50,rural,628,yes,yes,3026
43,male,15,suv,7106,3,2,25,rural,457,no,no,2662
52,male,16,sedan,18669,1,4,34,suburban,354,no,no,2762
67,female,18,hatchback,30223,0,0,49,rural,785,yes,no,1352
42,male,14,hatchback,40706,2,6,24,rural,542,no,yes,4037
41,male,15,sports,7483,3,2,23,urban,652,no,yes,3281
30,male,14,suv,32482,0,3,12,suburban,709,no,no,1928
24,female,1,sports,39143,2,4,6,urban,314,yes,no,4101
74,female,10,suv,29240,1,2,50,rural,446,no,yes,2944
53,male,0,hatchback,15015,4,2,35,rural,789,no,yes,3548
62,male,14,hatchback,21628,3,4,44,rural,324,yes,no,3583
37,female,18,truck,30443,3,3,19,rural,632,no,yes,2833
18,female,3,truck,35819,2,5,0,rural,473,yes,yes,3941
25,female,10,hatchback,20060,4,3,7,urban,589,no,yes,4156
63,female,4,hatchback,32437,0,2,45,rural,444,no,no,2659
33,female,2,sedan,15654,1,1,15,rural,421,no,yes,2555
31,female,12,sedan,19253,0,5,13,suburban,326,no,yes,2082
29,female,9,sports,16565,2,7,11,suburban,365,yes,no,3809
68,female,10,truck,32597,3,5,50,rural,400,no,no,4256
40,male,17,truck,32768,3,2,22,rural,687,yes,no,2738
32,male,1,hatchback,5087,0,4,14,rural,393,yes,yes,1991
45,male,6,hatchback,14432,1,4,27,rural,366,no,yes,2708
51,male,8,sports,13764,2,4,33,rural,549,no,no,3454
19,male,9,truck,5178,1,3,1,rural,441,no,no,2141
49,male,17,sedan,31301,2,0,31,urban,566,no,no,3198
40,female,6,suv,40408,1,4,22,urban,514,no,no,3864
39,female,6,sports,46965,0,4,21,urban,788,no,no,3666
68,male,2,suv,36913,4,5,50,suburban,795,no,yes,4700
42,male,11,sedan,23732,2,1,24,rural,779,no,yes,2450
39,female,6,sedan,7421,0,1,21,suburban,789,no,no,1368
39,female,16,suv,48715,3,2,21,suburban,300,yes,yes,3879
66,female,0,sports,25526,3,2,48,suburban,308,no,no,4115
69,male,4,suv,33317,1,2,50,urban,679,no,yes,2845
59,female,15,sports,6217,3,4,41,rural,443,yes,yes,3656
23,male,14,sports,40242,4,1,5,rural,601,no,no,3894
32,male,1,hatchback,5929,2,2,14,suburban,716,no,no,2132
71,female,8,truck,45726,1,7,50,urban,478,yes,no,4182
60,female,6,truck,39270,2,1,42,suburban,577,no,no,3285
54,male,3,sedan,38188,2,4,36,suburban,443,yes,yes,3650
50,female,19,hatchback,18580,0,5,32,rural,638,no,yes,2056
25,female,17,truck,43598,3,4,7,urban,758,no,no,3981
70,male,3,sports,35431,2,2,50,rural,630,no,yes,3611
61,female,12,sports,25742,4,4,43,suburban,569,yes,no,4841
61,male,0,suv,22833,4,4,43,rural,486,yes,no,4464
22,male,2,suv,35885,3,7,4,suburban,471,yes,no,4673
56,female,15,sports,10811,3,1,38,urban,703,yes,no,3644
21,male,3,sports,13619,1,0,3,rural,767,no,no,2347
23,male,15,suv,29255,1,7,5,rural,546,yes,yes,3345
62,female,18,truck,29972,1,3,44,rural,822,no,yes,2408
49,female,0,sedan,18527,3,7,31,rural,410,no,yes,4071
69,female,4,suv,37874,2,2,50,rural,602,no,no,3141
47,male,18,truck,9049,0,6,29,urban,772,no,no,2426
64,male,10,truck,46057,1,0,46,urban,591,no,yes,2898
52,female,12,truck,6903,0,5,34,rural,551,yes,yes,2491
72,male,19,hatchback,49261,4,6,50,suburban,474,no,no,4829
57,female,4,hatchback,10376,3,2,39,suburban,408,no,yes,3804
69,female,3,truck,5042,4,0,50,rural,639,yes,no,2662
33,male,3,sports,27769,1,4,15,rural,313,no,no,3625
30,female,3,hatchback,6577,2,2,12,urban,621,yes,no,2366
67,male,3,suv,17382,1,0,49,urban,342,no,yes,2679
59,male,19,hatchback,27449,0,3,41,rural,760,yes,no,2021
47,female,17,sports,43653,1,4,29,rural,401,no,no,3531
36,male,17,sedan,33859,2,7,18,suburban,308,no,yes,3616
34,female,15,hatchback,13576,2,2,16,urban,448,yes,no,2933
73,male,8,truck,16663,3,5,50,rural,637,no,no,3577
36,male,17,truck,41345,3,7,18,urban,523,no,yes,4323
45,male,1,truck,10244,2,5,27,rural,409,yes,yes,3281
72,female,3,sedan,39902,2,2,50,rural,653,yes,no,3038
43,male,11,sports,8892,0,0,25,rural,383,no,yes,1944
54,female,6,suv,32112,1,7,36,rural,365,yes,yes,3514
43,male,14,sports,9321,3,7,25,suburban,687,no,no,3534
70,male,6,sedan,10776,0,2,50,rural,434,yes,no,2319
40,female,16,truck,48352,1,6,22,suburban,385,yes,no,3630
26,female,15,sports,21119,3,4,8,suburban,383,yes,no,3669
29,female,18,suv,35569,0,1,11,rural,526,no,no,2396
70,female,8,truck,43596,4,7,50,urban,559,no,no,5237
18,female,13,suv,38063,4,5,0,urban,319,no,yes,4989
18,male,16,hatchback,38181,3,7,0,rural,334,yes,no,3964
64,male,4,suv,27340,0,7,46,rural,742,no,yes,2884
51,female,1,truck,15187,1,0,33,rural,569,no,yes,2186
49,male,19,hatchback,11668,1,3,31,urban,705,yes,no,2011
71,male,15,truck,20344,0,7,50,urban,807,yes,yes,2966
65,male,13,truck,13195,4,2,47,rural,603,no,no,3373
42,female,13,hatchback,21561,0,4,24,urban,584,no,yes,2668
57,male,0,suv,42122,4,2,39,suburban,847,no,yes,4332
62,male,2,sedan,27298,4,3,44,urban,328,no,yes,4150
70,male,6,sedan,43250,1,4,50,urban,690,no,yes,3079
18,female,14,sedan,21076,3,3,0,rural,715,yes,yes,2846
33,male,18,sedan,20376,2,4,15,suburban,441,no,yes,3149
56,male,19,sports,41039,0,1,38,rural,640,no,no,2521
22,female,1,sedan,48442,4,5,4,urban,544,no,yes,4637
39,female,18,hatchback,10392,0,4,21,suburban,304,yes,no,1720
46,male,8,sedan,32106,3,3,28,rural,748,yes,no,3285
72,male,18,truck,19309,3,0,50,urban,565,no,yes,3761
20,female,4,sedan,29809,2,7,2,suburban,790,no,yes,3629
29,female,17,suv,5693,2,5,11,rural,538,no,yes,3369
43,female,15,hatchback,38937,4,7,25,suburban,549,no,no,4786
33,female,3,hatchback,34233,2,6,15,urban,590,yes,yes,4071
68,female,11,sports,13623,4,1,50,rural,842,no,no,3490
54,female,6,truck,45550,1,2,36,urban,378,no,yes,3581
39,female,13,hatchback,14174,4,1,21,suburban,820,no,yes,2918
74,male,11,suv,16352,2,1,50,urban,749,yes,no,2920
46,female,2,sedan,10530,0,2,28,suburban,443,yes,yes,1916
31,female,4,hatchback,9992,2,4,13,rural,419,yes,no,2950
45,male,16,suv,28354,3,7,27,urban,475,yes,yes,4484
22,female,9,sedan,8312,2,1,4,rural,369,yes,yes,2336
64,female,9,sports,9318,1,7,46,rural,502,no,yes,3921
66,male,10,hatchback,39456,4,5,48,rural,479,yes,yes,4265
47,female,16,hatchback,5467,3,7,29,rural,409,no,yes,3355
63,male,4,suv,32192,4,1,45,urban,723,no,no,4134
69,male,12,truck,47305,4,0,50,urban,802,no,no,4199
22,male,9,sports,40190,2,5,4,rural,705,yes,no,4067
29,male,8,truck,28663,0,0,11,rural,390,yes,no,1553
33,female,16,hatchback,36246,3,5,15,suburban,593,yes,no,3719
43,male,0,truck,42489,1,3,25,rural,692,no,yes,2518
43,male,3,sedan,46971,1,2,25,suburban,336,no,yes,2999
65,female,3,sports,45309,0,5,47,suburban,816,yes,yes,3560
38,male,17,truck,47637,0,5,20,rural,615,yes,yes,2435
56,male,8,sedan,33273,2,4,38,urban,471,yes,yes,3650
53,male,17,suv,34473,1,7,35,suburban,705,no,no,3358
50,male,13,truck,18679,3,4,32,urban,561,no,no,3669
47,female,14,sports,32445,0,7,29,rural,783,yes,no,3442
54,male,5,sedan,22870,0,3,36,rural,326,no,no,2403
40,female,9,truck,30992,0,4,22,rural,794,no,no,2104
27,female,14,suv,34433,3,6,9,rural,354,yes,yes,4231
71,male,3,truck,16038,1,7,50,suburban,548,no,yes,3568
22,male,17,sedan,30933,3,6,4,suburban,572,no,yes,4192
53,male,17,truck,34236,3,4,35,urban,558,no,yes,4052
51,male,16,sports,14770,2,6,33,urban,490,yes,no,4327
69,female,11,hatchback,8749,0,7,50,suburban,745,no,no,2325
48,female,6,sedan,49585,1,0,30,rural,801,no,yes,2319
27,female,15,sedan,40271,2,6,9,urban,692,yes,yes,3360
36,male,10,sedan,12855,2,4,18,suburban,707,yes,yes,2267
49,female,13,sedan,49097,4,4,31,urban,408,no,yes,4683
18,male,2,truck,28439,0,6,0,suburban,402,no,yes,3051
73,male,18,sports,35290,1,7,50,rural,525,no,yes,4292
22,male,17,suv,16101,1,3,4,suburban,652,yes,no,1778
62,male,9,sports,32240,1,3,44,urban,459,yes,no,3420
21,male,5,sedan,21783,0,7,3,suburban,703,no,no,2193
33,female,12,truck,49917,1,1,15,urban,623,yes,no,2477
41,female,9,truck,31809,3,4,23,urban,444,yes,yes,3945
33,male,17,sedan,22923,3,4,15,urban,764,yes,yes,3503
72,female,19,truck,20026,0,5,50,rural,431,yes,yes,2315
19,male,15,sedan,46196,1,4,1,rural,392,yes,yes,3330
66,male,5,sports,28569,4,0,48,suburban,572,yes,no,3890
45,male,12,hatchback,46887,4,6,27,suburban,833,no,yes,4313
49,female,3,truck,25893,4,5,31,urban,493,no,yes,4824
44,male,13,sedan,27435,3,4,26,rural,469,no,no,3843
37,male,0,sedan,41892,4,0,19,suburban,759,yes,yes,3355
41,female,19,truck,37399,1,1,23,suburban,310,no,no,2718
29,female,4,suv,30236,1,5,11,rural,480,no,yes,3502
67,female,7,sedan,32199,4,6,49,urban,531,yes,no,4737
52,male,11,truck,25334,2,6,34,suburban,328,no,no,3664
50,male,1,sedan,38217,4,7,32,urban,831,no,yes,4990
50,female,11,suv,20034,2,7,32,rural,304,no,yes,3713
68,male,4,hatchback,36085,0,2,50,rural,845,no,no,2540
60,female,4,suv,14442,0,4,42,suburban,439,yes,yes,2361
54,female,12,sports,17643,1,5,36,suburban,327,no,no,3521
29,male,8,truck,40069,3,6,11,rural,397,yes,yes,3876
20,male,9,suv,12710,1,3,2,urban,561,yes,no,2789
18,female,0,hatchback,43560,1,5,0,urban,318,no,yes,3497
50,female,2,sedan,47427,3,3,32,rural,311,yes,no,3959
57,female,17,truck,12216,1,4,39,suburban,836,yes,no,1757
27,female,11,suv,16712,3,0,9,rural,824,yes,yes,2664
60,male,2,hatchback,9905,1,3,42,suburban,764,yes,yes,2189
61,female,8,suv,43767,0,5,43,urban,558,no,no,3827
46,female,1,sports,32930,2,7,28,suburban,323,no,no,4554
30,female,2,truck,36192,1,5,12,urban,307,yes,no,3720
29,male,13,sedan,28506,2,6,11,rural,527,yes,yes,3427
48,male,3,hatchback,12288,4,7,30,suburban,675,yes,no,3913
63,female,18,suv,49034,1,3,45,urban,422,yes,no,3998
19,male,12,truck,35011,0,1,1,suburban,389,no,yes,1968
68,male,6,suv,20586,3,6,50,urban,755,yes,no,4307
67,male,11,truck,37400,0,1,49,urban,523,no,yes,2763
52,female,2,sports,6567,2,1,34,rural,556,yes,no,2996
40,female,8,suv,6094,3,3,22,rural,814,yes,yes,2588
34,male,1,sports,16135,0,3,16,suburban,447,yes,yes,2521
43,female,8,hatchback,18508,0,5,25,urban,686,no,yes,2641
25,female,11,sports,14684,0,4,7,rural,737,no,yes,2700
46,male,11,truck,32247,3,4,28,suburban,336,no,yes,3828
43,male,14,hatchback,11191,0,0,25,rural,405,yes,yes,1457
27,female,1,suv,22842,0,7,9,suburban,531,no,no,3282
43,male,17,suv,13046,2,3,25,rural,445,yes,yes,2885
51,female,12,truck,9934,0,6,33,rural,316,yes,no,2593
68,female,13,sedan,6354,0,7,50,urban,458,no,yes,2980
58,male,4,sedan,44241,4,6,40,urban,581,yes,yes,5141
24,female,9,suv,34816,3,7,6,rural,577,no,no,4291
21,female,11,truck,7963,4,4,3,urban,424,yes,yes,3610
70,male,9,sedan,32424,2,4,50,rural,719,yes,no,2431
67,male,10,sports,19503,4,1,49,suburban,619,yes,no,3971
62,male,1,suv,8042,1,1,44,rural,781,yes,no,1976
28,female,4,sports,35241,3,6,10,rural,623,yes,yes,4204
46,male,6,truck,44741,0,6,28,suburban,694,no,no,2444
73,male,5,sports,12139,4,1,50,suburban,485,yes,no,3954
53,male,2,sedan,16226,4,2,35,urban,765,yes,no,3405
42,male,12,sedan,44698,0,7,24,suburban,356,no,yes,3115
38,female,2,hatchback,19762,0,4,20,urban,757,no,yes,2421
74,female,5,suv,23116,2,1,50,rural,507,yes,yes,3131
53,male,10,truck,43108,4,1,35,suburban,373,no,yes,3754
27,female,16,suv,10111,4,3,9,rural,783,yes,yes,2887
54,male,9,sports,8081,1,6,36,urban,384,no,no,3536
26,male,11,truck,34815,1,5,8,suburban,313,no,no,3473
41,female,16,truck,12802,4,1,23,urban,348,yes,no,3769
52,female,3,sedan,47230,1,3,34,urban,725,no,no,3039
66,male,1,sports,22913,4,0,48,suburban,658,yes,yes,3377
52,male,10,sedan,22465,3,1,34,suburban,541,yes,yes,3134
65,female,6,sedan,12994,2,5,47,urban,352,yes,yes,3554
53,male,1,hatchback,8531,1,3,35,suburban,368,no,yes,2634
35,female,17,sedan,14343,4,5,17,urban,355,yes,no,4205
66,male,3,suv,38484,1,1,48,rural,755,no,no,2795
56,male,7,truck,11229,2,0,38,rural,554,yes,no,2176
49,female,19,sedan,33775,3,1,31,suburban,304,no,yes,3344
41,female,13,suv,31766,0,3,23,suburban,351,no,no,2766
40,female,11,sports,21588,0,0,22,rural,628,no,no,1821
49,female,17,truck,28168,1,0,31,urban,397,no,yes,2613
54,female,10,sports,49789,4,0,36,urban,460,yes,yes,4705
29,female,7,suv,49069,2,2,11,urban,705,yes,no,3820
66,female,1,sports,41862,3,3,48,suburban,626,yes,yes,3936
72,male,14,sports,26866,3,2,50,urban,542,yes,no,4518
30,male,8,sports,14524,3,5,12,suburban,803,no,no,3436
40,male,18,sedan,27538,0,0,22,suburban,666,yes,no,1639
42,female,19,sedan,47809,2,2,24,suburban,741,no,no,2652
52,female,7,sedan,26226,0,1,34,rural,453,no,no,2167
58,female,18,truck,13103,1,2,40,urban,533,yes,yes,2156
47,male,4,suv,23402,3,4,29,suburban,632,yes,yes,3173
34,female,10,sedan,20090,2,5,16,urban,794,yes,yes,3251
66,female,14,sports,20915,3,0,48,rural,414,yes,no,3743
37,male,7,sports,46477,0,0,19,urban,668,yes,no,2757
65,female,18,sports,39206,0,6,47,rural,632,no,yes,3387
42,male,7,sports,26511,0,7,24,suburban,429,yes,yes,3694
39,male,18,hatchback,20029,3,5,21,suburban,477,yes,yes,3338
30,female,17,truck,35831,2,5,12,rural,394,yes,no,3081
36,female,9,suv,28531,2,3,18,suburban,616,no,yes,2962
66,female,6,suv,9517,1,1,48,urban,400,yes,yes,2564
53,male,8,sedan,26961,3,6,35,urban,495,no,no,4461
29,male,0,hatchback,31835,1,5,11,rural,507,no,yes,3341
58,male,18,suv,32725,1,6,40,urban,772,no,yes,3238
36,female,4,truck,30357,1,5,18,suburban,307,yes,no,3217
29,female,18,sports,48673,1,6,11,suburban,435,no,no,4179
26,female,0,sedan,6244,0,3,8,suburban,560,no,yes,2149
24,female,14,truck,7416,1,5,6,urban,446,no,no,2726
45,male,15,suv,11490,2,2,27,suburban,757,yes,yes,2485
31,male,6,hatchback,16683,1,4,13,urban,737,no,yes,2702
48,male,11,sedan,10839,0,4,30,rural,712,yes,yes,1819
69,male,7,suv,29992,4,4,50,suburban,799,no,yes,4475
36,female,4,sedan,49938,4,5,18,rural,531,no,no,4834
64,female,9,suv,49735,4,6,46,urban,400,yes,no,5258
33,female,4,sports,42777,3,4,15,urban,446,no,no,4738
70,male,16,hatchback,13924,2,1,50,rural,806,no,yes,2464
22,male,4,sports,20921,0,2,4,suburban,403,no,yes,2739
52,female,14,suv,29260,4,4,34,suburban,635,yes,yes,4169
29,female,12,truck,33380,0,0,11,suburban,745,yes,no,1026
42,male,0,sports,23811,0,5,24,rural,743,yes,yes,3018
69,female,10,truck,10721,3,2,50,urban,417,no,yes,3457
38,male,0,suv,46191,4,1,20,rural,816,no,yes,3893
53,male,10,hatchback,9930,1,4,35,urban,830,no,no,2360
70,male,17,truck,9353,0,1,50,suburban,387,yes,yes,1811
40,female,17,suv,12832,4,5,22,suburban,775,yes,yes,3674
33,female,15,truck,27951,0,4,15,urban,784,yes,no,1970
74,male,12,sports,12770,3,0,50,suburban,594,no,no,3578
56,female,6,suv,30525,3,2,38,rural,680,yes,yes,3441
62,male,0,sports,21556,1,6,44,urban,582,yes,yes,4176
70,male,15,sedan,20094,3,0,50,suburban,455,no,no,3248
59,male,0,suv,12935,4,4,41,suburban,479,yes,no,4095
56,male,16,truck,7675,3,3,38,suburban,386,no,no,2692
31,female,5,sedan,36280,1,7,13,suburban,705,no,yes,3192
48,male,1,sports,16240,2,2,30,urban,795,yes,no,3385
22,male,16,sports,9005,0,1,4,urban,566,yes,yes,2362
52,female,5,truck,11544,0,4,34,suburban,363,no,no,2537
40,male,13,sedan,22332,4,0,22,rural,418,yes,yes,2861
46,male,17,hatchback,31836,1,5,28,rural,640,no,yes,2614
60,female,5,truck,19388,1,6,42,rural,612,yes,no,2528
28,female,9,sports,6694,1,3,10,rural,462,yes,no,2547
35,female,17,suv,26141,0,6,17,urban,804,no,yes,2728
64,male,8,sedan,27666,3,5,46,urban,592,no,no,4443
29,female,7,hatchback,43769,0,4,11,rural,676,yes,yes,2375
26,female,9,suv,44420,0,7,8,urban,841,yes,yes,3095
27,male,16,sedan,42349,0,1,9,rural,700,no,no,1762
61,male,5,truck,42855,3,0,43,suburban,699,yes,yes,3273
34,male,13,truck,6460,2,2,16,suburban,698,yes,no,2140
55,male,5,sedan,41655,4,3,37,rural,786,yes,yes,3772
24,male,6,hatchback,46252,2,4,6,urban,814,no,yes,3431
63,female,11,sedan,14835,2,4,45,rural,323,yes,no,2703
30,female,2,suv,15910,0,4,12,urban,358,yes,yes,2652
57,female,13,suv,22221,2,4,39,suburban,539,yes,yes,2987
59,male,18,truck,30613,0,0,41,urban,610,no,yes,2250
26,male,15,sedan,36353,0,2,8,rural,620,no,no,1661
67,male,6,truck,43614,4,1,49,suburban,780,yes,no,3889
44,female,7,hatchback,13463,1,3,26,suburban,713,no,yes,2497
19,female,17,suv,18336,0,6,1,urban,621,no,yes,2549
22,male,12,sports,31534,2,7,4,suburban,701,yes,yes,3790
46,female,8,sports,7369,4,4,28,suburban,358,yes,no,3992
54,male,9,sedan,30381,2,5,36,urban,352,no,yes,3791
55,female,8,sedan,24558,1,4,37,suburban,363,yes,yes,3166
36,female,14,sports,27369,3,2,18,rural,418,yes,no,3887
25,female,19,sedan,38650,1,2,7,urban,585,yes,no,2818
65,male,1,suv,35954,4,7,47,urban,317,yes,yes,5641
62,female,12,hatchback,30407,1,0,44,urban,304,no,no,2877
18,female,1,hatchback,40939,1,0,0,urban,691,no,yes,2464
39,male,18,truck,31767,4,5,21,rural,459,yes,no,4153
69,female,1,suv,7040,4,5,50,urban,441,yes,no,4367
34,male,2,sedan,28116,2,0,16,rural,696,no,no,2290
24,male,5,sedan,31170,0,3,6,urban,317,yes,no,2577
42,male,2,truck,11372,3,5,24,urban,413,yes,yes,3968
62,male,9,truck,27369,3,0,44,suburban,833,yes,yes,2472
21,male,5,sedan,12562,3,4,3,suburban,831,no,no,2996
53,female,15,sedan,49544,1,0,35,rural,760,yes,yes,2152
23,male,16,suv,10900,4,6,5,suburban,585,yes,yes,3812
48,male,18,truck,45733,4,3,30,urban,304,yes,yes,4357
36,male,2,suv,26700,4,0,18,rural,428,yes,no,3219
61,male,17,sedan,46233,0,0,43,suburban,798,yes,no,1623
71,female,6,sports,5589,4,4,50,urban,575,no,yes,4556
56,male,8,sports,10063,4,5,38,suburban,382,yes,yes,4455
44,female,19,sedan,25017,1,4,26,suburban,417,no,yes,2279
27,male,11,truck,23374,2,6,9,suburban,328,no,yes,3475
43,female,4,sports,27899,3,6,25,suburban,657,yes,no,4394
36,male,2,truck,6258,1,7,18,urban,456,yes,yes,3201
56,male,10,sports,18598,1,4,38,suburban,330,yes,yes,3401
20,female,3,truck,7866,1,0,2,rural,585,yes,yes,1709
62,male,4,sports,46504,3,4,44,rural,635,yes,yes,4069
30,female,0,truck,35132,1,2,12,suburban,612,yes,yes,2352
67,male,17,suv,34404,2,1,49,rural,422,yes,no,3254
45,female,11,truck,5637,4,1,27,suburban,670,yes,no,2457
37,male,12,suv,29616,2,4,19,urban,613,yes,no,3204
45,male,8,suv,42650,4,5,27,urban,327,yes,no,4958
25,female,1,sedan,20828,4,3,7,rural,454,no,no,4446
58,male,4,suv,31196,1,6,40,rural,529,yes,yes,3598
56,male,12,hatchback,41440,1,4,38,suburban,848,yes,no,2347
18,male,15,suv,37022,3,5,0,suburban,305,yes,no,3524
20,male,15,truck,37202,0,4,2,suburban,772,no,no,2265
30,male,2,suv,33704,2,0,12,urban,617,no,yes,3491
45,male,3,truck,30875,3,6,27,suburban,524,no,yes,4141
74,female,10,truck,28641,3,6,50,urban,332,yes,yes,4324
66,female,13,hatchback,42479,2,5,48,rural,388,no,yes,3920
42,female,2,suv,18235,2,6,24,urban,633,yes,no,3385
73,male,15,suv,27027,4,3,50,rural,339,yes,no,3621
50,female,14,sports,37927,0,4,32,urban,674,no,no,3405
55,male,9,sports,47912,1,2,37,urban,597,yes,yes,3775
70,male,8,sedan,47691,0,5,50,suburban,692,no,no,3043
23,male,10,truck,32022,0,1,5,rural,317,no,no,1903
61,male,15,hatchback,10938,1,5,43,urban,826,no,yes,2673
62,female,9,sports,49122,0,7,44,urban,431,yes,yes,4478
49,male,16,suv,47692,3,2,31,rural,589,yes,no,4072
62,female,18,sedan,38348,3,6,44,urban,508,yes,no,4453
64,male,1,hatchback,37209,1,7,46,rural,626,yes,no,3335
38,female,1,suv,42242,1,2,20,rural,802,no,no,2943
33,female,5,suv,14941,2,6,15,rural,578,yes,no,3581
71,female,18,truck,12073,2,2,50,urban,681,no,no,2368
38,female,7,truck,47430,0,3,20,urban,608,yes,yes,2329
28,female,2,sports,42827,0,3,10,suburban,576,no,yes,2894
54,female,13,sports,42096,1,5,36,rural,375,no,no,4120
53,male,15,suv,5921,0,7,35,urban,597,yes,yes,2829
52,female,0,suv,7773,4,3,34,urban,677,no,no,4029
36,male,2,sports,9462,3,1,18,rural,732,yes,no,3169
37,female,17,sports,25960,0,7,19,rural,411,yes,yes,3098
74,male,8,suv,35268,0,6,50,rural,371,no,yes,3331
35,female,5,hatchback,24818,2,0,17,suburban,616,yes,no,2105
64,female,0,suv,44501,4,5,46,suburban,320,no,yes,4938
58,male,9,hatchback,49542,0,4,40,suburban,487,yes,no,3128
66,female,5,hatchback,47078,3,4,48,rural,420,no,yes,4798
31,female,11,suv,6865,0,5,13,urban,641,no,no,2500
32,female,3,sedan,35706,1,0,14,rural,603,yes,yes,2023
48,male,12,sports,33887,4,4,30,urban,746,yes,no,4889
18,female,16,truck,35511,0,5,0,suburban,795,no,yes,2552
70,male,7,suv,38479,4,5,50,suburban,820,yes,yes,4086
71,female,19,hatchback,45478,0,2,50,suburban,484,no,yes,2824
71,female,2,suv,31401,3,1,50,urban,631,yes,no,3756
20,male,11,sports,33502,3,7,2,urban,649,no,yes,4892
33,female,6,hatchback,18394,4,4,15,rural,619,yes,yes,3605
40,female,11,truck,38158,2,1,22,rural,836,no,no,2602
74,male,1,truck,14262,2,6,50,rural,711,yes,no,3546
28,female,13,truck,9487,1,5,10,suburban,455,yes,yes,2552
29,male,4,sedan,32341,2,0,11,rural,832,no,yes,2344
27,male,8,hatchback,48388,4,5,9,suburban,801,no,yes,4333
49,male,10,hatchback,18570,2,4,31,urban,785,no,yes,3260
33,female,4,sedan,34605,1,1,15,suburban,453,no,no,2666
25,male,2,hatchback,11066,0,2,7,suburban,367,no,yes,1994
55,male,16,sedan,42262,2,7,37,suburban,791,no,no,3647
29,female,1,suv,31723,4,2,11,urban,340,yes,no,4232
